area_type,availability,location,size,society,total_sqft,bath,balcony,price
10,Ready To Move,Attibele,4,AGoutLa,2400,2,2,250
10,Ready To Move,Varsova Layout,6,u,7000,6,2,560
6,Ready To Move,Bannerghatta Road,3,SNity S,1450,2,2,78
6,Ready To Move,J C Nagar,3,u,1525,3,3,65
2,Ready To Move,Mahalakshmi Layout,2,u,1080,2,1,67
2,Ready To Move,Bagalur Main Road,2,u,1220,2,2,72
6,Ready To Move,Begur Road,2,Dhalsh ,1200,2,2,44.4
6,Ready To Move,Bommanahalli,2,SNeur G,1215,2,0,73.17
10,Ready To Move,R.T. Nagar,3,u,2400,3,0,348
6,Ready To Move,Govindapura,2,u,1500,2,2,60
2,Ready To Move,Koramangala,2,u,1355,2,2,95
2,Unavailable ,Electronic City,2,GMown E,1070,2,1,57
6,Ready To Move,CV Raman Nagar,3,Pu270a ,1980,4,1,180
6,Ready To Move,Bommasandra,2,Niara S,842,2,2,30
6,Ready To Move,Bannerghatta Road,1,Baanise,700,1,1,31.2
2,Ready To Move,Doddakammanahalli,3,u,2500,4,0,65
2,Ready To Move,"Kanakapura Road, ",3,u,1884,3,2,95
2,Ready To Move,Dena Bank Colony,2,Chntsat,1100,2,2,75
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.54
6,Ready To Move,Budigere,3,PrityTr,1820,3,2,85
10,Ready To Move,Basavanapura,8,u,1200,8,0,145
6,Ready To Move,Thanisandra,2,MenueNo,1185,2,2,43.5
6,Ready To Move,Varthur,3,u,2145,3,2,170
6,Ready To Move,Whitefield,2,Priew P,1220,2,1,89
6,Ready To Move,Whitefield,2,Sonviik,1116,2,3,51.91
6,Ready To Move,6th Phase JP Nagar,2,HMinebo,1192,2,3,75
6,Ready To Move,Marathahalli,3,NCenega,1449,3,2,110
10,Ready To Move,Ardendale,3,Somus A,2500,3,1,250
2,Ready To Move,Electronic City,3,BrnoxEq,1700,3,2,90
6,Unavailable ,Hebbal,3,Mahosya,1920,3,2,150
10,Ready To Move,BTM 4th Stage,2,u,1350,2,0,90
10,Ready To Move,Devanahalli Int. Airport,4,u,4800,5,2,350
2,Ready To Move,"Sarjapur Road, ",3,u,1700,3,2,74
6,Unavailable ,Hoodi,2,Hahtsde,1447,3,2,76
6,Unavailable ,Kanakpura Road,2,Soazak ,1329,2,1,107
2,Ready To Move,Sarjapur  Road,3,Esatea ,1314,2,2,70.44
10,Ready To Move,Hal old airport road,3,u,1200,3,2,110
10,Ready To Move,Basavangudi,6,u,1214,3,0,220
6,Unavailable ,Hosa Road,3,Sosisic,1513,3,1,103
10,Ready To Move,arudi,3,u,261360,2,0,80
6,Ready To Move,Vittasandra,2,Prlla C,1246,2,1,67.5
6,Ready To Move,Ganga Nagar,1,u,705,1,1,65
6,Ready To Move,Dasarahalli,2,Syonyph,1220,2,2,62
6,Ready To Move,Yelahanka New Town,3,u,1800,2,1,45
6,Ready To Move,Kaval Byrasandra,3,u,1400,3,2,75
6,Ready To Move,Kasavanhalli,2,Bhensa ,1245,2,2,80
6,Ready To Move,Anantapuram,3,GKiewke,1495,2,1,63
10,Ready To Move,Nagavara,3,u,2000,2,2,275
2,Ready To Move,Gollarapalya Hosahalli,2,Mauner ,996,2,2,36.5
2,Ready To Move,Yelahanka New Town,2,u,1000,2,1,44
2,Ready To Move,Chikka Banaswadi,2,SuntsAp,1250,2,3,75
6,Unavailable ,Chandapura,2,SunceEs,975,2,1,24.86
6,Ready To Move,Thanisandra,3,Pronyt ,1261,2,1,80
2,Ready To Move,Electronics City Phase 1,2,Raenti ,1080,2,2,46
6,Ready To Move,Akshayanagara East,2,HoDewy ,1230,2,1,50
6,Unavailable ,Kammasandra,2,u,982,2,2,25.53
6,Unavailable ,Bommasandra,3,SSestth,1260,3,1,49.36
6,Ready To Move,HSR Layout,3,PuontFa,1590,2,2,135
6,Ready To Move,Horamavu Agara,2,Suise S,1220,2,2,39
6,Unavailable ,Electronic City Phase II,3,Sryalan,1320,2,1,38.12
6,Ready To Move,Green Glen Layout,3,Solia D,1750,3,2,105
6,Ready To Move,Whitefield,3,Iseenst,1436,2,3,62.15
10,Unavailable ,TC Palaya,3,u,1200,2,0,66
6,Ready To Move,Malleshwaram,2,Rintspa,1500,2,0,140
6,Ready To Move,Varthur,3,Caiseur,1560,3,2,90
6,Unavailable ,Whitefield,3,u,3758,3,1,300
6,Ready To Move,Belatur,2,Indanrt,1275,2,2,59
6,Ready To Move,Ramanjaneyanagar,2,u,1040,2,2,36.4
6,Ready To Move,Bellandur,3,BhreeBa,2400,3,2,115
10,Ready To Move,Chamrajpet,6,u,1500,9,3,230
10,Unavailable ,Kaggalipura,4,AxvamTa,3150,5,1,212
6,Ready To Move,Karuna Nagar,3,CoinoCu,1960,3,2,165
6,Ready To Move,JP Nagar,4,Brnumnn,3200,5,3,309
6,Ready To Move,Yeshwanthpur,2,Vatra N,1195,2,2,100
6,Ready To Move,Yelahanka,2,Neite T,1140,2,0,53.105
6,Ready To Move,Hosakerehalli,5,u,4500,5,2,145
10,Ready To Move,Ulsoor,3,u,450,3,1,70
10,Unavailable ,Sathya Sai Layout,4,Prowshi,4304,4,2,699
6,Unavailable ,Javarandoddi,1,u,648,1,1,40
6,Ready To Move,Sarjapur  Road,3,Supleon,2100,3,2,130
6,Unavailable ,Thanisandra main road,4,u,4209,4,2,602
6,Ready To Move,Kudlu,2,Srrnasa,1027,2,1,44
10,Ready To Move,Whitefield,4,Leuseut,1575,4,3,250
6,Unavailable ,Bommasandra,3,SSestth,1365,3,1,52.82
6,Ready To Move,Yelahanka New Town,1,KHatsFl,650,1,1,18
10,Unavailable ,Chandapura,3,u,1200,2,1,52
6,Ready To Move,Cooke Town,2,u,1100,2,3,90
2,Ready To Move,7th Phase JP Nagar,3,LencyRe,1075,2,1,57
6,Ready To Move,Banashankari,2,SuentAp,1100,2,1,63
6,Ready To Move,Akshya Nagar,3,u,1320,2,1,58
6,Ready To Move,Kammasandra,3,Daden G,1500,3,2,65
10,Ready To Move,Vijaypura,4,u,1200,5,1,150
10,Ready To Move,Bapuji Nagar,4,u,1125,3,2,126
6,Ready To Move,Vittasandra,2,Prlla C,1246,2,1,67.5
6,Unavailable ,Bhoganhalli,3,Rosha I,1718,3,2,90.2
6,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,32
6,Unavailable ,Chennammana Kere,3,u,1480,3,1,75.48
6,Ready To Move,Austin Town,1,u,500,1,1,13
10,Ready To Move,3rd Block Banashankari,5,u,2400,4,1,325
10,Unavailable ,Kaikondrahalli,4,u,1200,4,2,125
6,Ready To Move,Kanakpura Road,2,u,1041,2,1,36.44
6,Ready To Move,Doddanekundi,2,u,1128,2,2,48.4
6,Ready To Move,Hosur Road,3,Kelmsoy,1685,3,1,90
6,Ready To Move,Guddadahalli,2,KSidems,1180,2,2,65
2,Ready To Move,Ejipura,2,BadorSp,1200,2,1,60
6,Unavailable ,Mangammanapalya,3,u,1250,3,2,39.5
6,Unavailable ,Kanakpura Road,2,PrarePa,900,2,1,41
2,Ready To Move,Chelekare,2,BhisePa,1000,2,1,45
2,Ready To Move,Yelahanka New Town,2,u,600,2,2,80
10,Ready To Move,2nd Stage Nagarbhavi,4,u,600,3,2,82
6,Ready To Move,Vittasandra,2,Prlla C,1404,2,1,70
6,Ready To Move,Ramagondanahalli,3,DNeremo,1610,2,2,115
6,Unavailable ,Varthur,2,Unris E,1760,2,1,85
6,Ready To Move,Amam Enclave Layout,2,u,975,2,1,55
2,Ready To Move,Kashi Nagar,2,Adarkya,1190,2,2,42
2,Ready To Move,Kudlu,2,u,1110,2,1,46
6,Ready To Move,Rajaji Nagar,3,PhestOn,2415,3,2,399
6,Unavailable ,Gunjur,2,BMineis,1235,2,2,44.5
6,Ready To Move,Nanjappa Garden,2,TNnumla,1275,2,3,55
2,Ready To Move,Victoria Layout,2,u,1115,2,1,115
6,Ready To Move,Harlur,2,Prncyrn,1197,2,1,76
6,Unavailable ,Begur Road,1,Pruthg ,644,1,1,32
6,Ready To Move,Bellandur,2,u,1251,2,3,47
6,Unavailable ,Neeladri Nagar,2,SKisyDa,1105,2,2,30
6,Unavailable ,4th Phase JP Nagar,2,u,1080,2,2,38
6,Ready To Move,Kudlu,4,u,2100,3,1,114
10,Ready To Move,Kammanahalli,4,u,1600,4,1,200
6,Ready To Move,NRI Layout,3,u,1731,3,3,64.11
6,Ready To Move,Hormavu,2,ARaveSa,1206,2,1,55
6,Ready To Move,Choodasandra,3,MJiyayl,1560,3,2,78
6,Ready To Move,7th Phase JP Nagar,1,Brnia G,750,1,2,47
2,Ready To Move,Billekahalli,2,Chuti S,1035,2,2,90
10,Ready To Move,Ramamurthy Nagar,7,u,1200,6,2,150
6,Ready To Move,Sarjapur  Road,1,SJityaz,702,1,0,35.8
10,Ready To Move,Attibele,3,u,1700,3,1,65
6,Ready To Move,HRBR Layout,2,u,1145,2,2,68.5
6,Ready To Move,Ramamurthy Nagar,3,u,1208,2,2,43.5
6,Ready To Move,Brookefield,3,u,1589,3,2,74
2,Ready To Move,Allalasandra,2,Jaensa ,560,2,1,22
6,Ready To Move,Yelahanka New Town,3,SLhidOr,1426,2,2,61.5
6,Ready To Move,Green Glen Layout,3,Sortz Q,1885,3,2,135
6,Unavailable ,Old Madras Road,2,SheldGr,935,2,0,37.77
6,Unavailable ,Old Madras Road,2,Saesttt,1171,2,2,73
6,Ready To Move,Singasandra,2,u,1465,2,3,60
6,Ready To Move,Budigere,3,PrityTr,1820,3,2,95
6,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1580,2,2,66.85
6,Ready To Move,Whitefield,3,SMuilan,1452,2,2,46.29
6,Ready To Move,Hennur Road,3,Mileeou,1445,2,1,89.56
6,Ready To Move,Gollahalli,2,Meines ,1170,2,1,39
6,Ready To Move,Anjappa Layout,2,u,1070,2,1,50
6,Unavailable ,Kanakpura Road,3,PrarePa,1100,3,2,53
6,Unavailable ,Kothanur,2,u,1140,2,2,56
2,Ready To Move,Rachenahalli,3,NRniad ,2600,3,2,160
6,Ready To Move,Shikaripalya,3,ALtonea,1532,3,2,59.75
6,Ready To Move,AGS Layout,2,u,1150,2,1,46
6,Ready To Move,Jakkur,2,HRaniIb,1473,2,1,85
6,Ready To Move,Kathriguppe,3,Prone M,1350,3,2,80.99
6,Ready To Move,Prithvi Layout,4,Prigh L,4040,4,0,500
6,Unavailable ,CV Raman Nagar,3,Pu270a ,1980,4,2,166
6,Unavailable ,Hoodi,3,GoAirej,1660,3,2,128
10,Ready To Move,Kogilu,7,u,2456,7,2,85
6,Ready To Move,Chamrajpet,2,u,650,2,2,45
10,Ready To Move,Neeladri Nagar,5,Coleyli,4000,5,2,425
6,Ready To Move,Malleshwaram,3,Sariaat,2475,4,3,340
6,Ready To Move,Chikkakannalli,3,u,1495,3,2,90
6,Ready To Move,R.T. Nagar,2,Esncyth,1080,2,1,48
6,Ready To Move,Electronic City,3,Elodsre,1521,2,2,57.5
2,Ready To Move,Aishwarya Crystal Layout,2,GRvasth,1053,2,0,51
6,Unavailable ,Binny Pete,3,Shestlo,2406,5,2,289
10,Ready To Move,Kanakpura Road,4,u,800,5,3,115
6,Ready To Move,7th Phase JP Nagar,2,u,1050,2,1,42
6,Ready To Move,Thanisandra,3,MenueNo,1430,2,2,51.48
2,Ready To Move,Begur,3,SrSaira,2400,3,2,12
6,Unavailable ,OLd Gurappanapalya,3,u,1250,3,2,39
10,Ready To Move,Ramanagara Channapatna,4,u,1200,2,1,75
2,Ready To Move,Ulsoor,1,u,840,1,1,150
6,Ready To Move,Uttarahalli,2,SBiewid,1000,2,2,39.5
6,Ready To Move,Bannerghatta Road,3,Guranya,1630,3,3,68
6,Ready To Move,Kammasandra,2,Pre 1ri,985,2,1,40.5
6,Ready To Move,BTM 2nd Stage,2,Chaldi ,1200,2,2,70
2,Ready To Move,Ambalipura,3,u,1650,3,3,100
6,Ready To Move,Mico Layout,3,Amsomun,1670,3,2,59
6,Ready To Move,5th Block Hbr Layout,5,u,1200,5,0,205
10,Unavailable ,Sarjapur  Road,4,Saacesa,1240,4,0,110
2,Ready To Move,Maheswari Nagar,2,AsensGa,1000,2,2,60
6,Ready To Move,Doddabanahalli,2,u,830,2,2,26
10,Unavailable ,Ramagondanahalli,3,u,1200,3,1,56.1
10,Ready To Move,Sadashiva Nagar,5,u,9600,7,2,2736
6,Unavailable ,Begur Road,4,Pruthg ,2400,6,0,122.5
6,Ready To Move,Haralur Road,2,RInceeg,1140,2,2,43
6,Ready To Move,Nagarbhavi,3,Deens G,1635,3,3,85
2,Ready To Move,HSR Layout,2,u,1120,2,1,70
10,Ready To Move,Kamakya Layout,6,u,2750,6,3,200
6,Ready To Move,Sector 7 HSR Layout,3,Saitya ,1760,3,2,185
6,Ready To Move,Harlur,3,SrEndPo,2137,3,2,110
6,Ready To Move,Hennur Road,2,Koagati,973,2,1,50.74
6,Unavailable ,Kundalahalli,3,Dieldli,1724,3,1,146
6,Ready To Move,Banashankari,2,u,1020,2,2,40.79
10,Ready To Move,Hsr layout sector3,4,u,1200,4,3,375
6,Ready To Move,Electronic City,1,u,750,1,1,35
6,Ready To Move,Kambipura,2,Prrtht ,883,2,1,49
2,Ready To Move,Thyagraj Nagar,2,u,660,2,0,76
6,Ready To Move,Ramagondanahalli,4,DNeremo,2787,5,2,220
2,Ready To Move,Devasthanagalu,3,Grmes L,1470,2,3,60
6,Unavailable ,Electronics City Phase 1,2,DSrry S,891,2,1,24.95
2,Ready To Move,"Sarjapur Road, ",2,u,1275,2,1,76
6,Ready To Move,Kothanur,3,Somumys,1787,3,2,120
2,Ready To Move,8th Phase JP Nagar,5,u,1730,5,2,75
6,Ready To Move,Sarjapur  Road,2,Adeatlm,1320,2,2,110
6,Unavailable ,Yeshwanthpur,3,Aroomba,1692,3,3,108
6,Ready To Move,Bannerghatta Road,3,SNity S,1400,3,2,69
6,Ready To Move,Sarjapur  Road,2,u,1115,2,1,50
6,Ready To Move,Whitefield,2,Sparam ,1370,2,2,56
6,Unavailable ,Thirumenahalli,3,MNtha A,1602,3,2,56
2,Unavailable ,"Hoodi Circle, ",1,u,793,1,1,40
6,Ready To Move,GM Palaya,1,Srg Bnc,675,1,1,35
2,Ready To Move,Chikka Tirupathi,4,Theanmp,3250,4,2,136
6,Ready To Move,Whitefield,2,Prarat ,1050,2,3,43
2,Ready To Move,Jalahalli East,2,Srigmsw,1035,2,1,42.5
6,Unavailable ,Sarjapur  Road,3,MJinele,1200,2,2,44
6,Ready To Move,Sarjapur  Road,3,Saitya ,1800,3,2,128
2,Ready To Move,Green Glen Layout,3,Prodsm ,1625,3,2,70
6,Unavailable ,Electronics City Phase 1,2,DSsicky,1032,2,1,31.99
6,Unavailable ,Whitefield,3,Asarqz ,1496,2,1,71.81
6,Unavailable ,Kothnoor Dinne,2,u,1100,2,2,38
2,Ready To Move,Kundalahalli,3,u,1500,3,2,50
2,Unavailable ,Electronic City Phase II,2,Sryalan,1125,2,1,32.63
6,Ready To Move,Chikka Banaswadi,3,MSadeed,1555,3,3,73
6,Ready To Move,Amruthahalli,2,Srncy R,1025,2,1,42
6,Unavailable ,Hennur Road,3,Puachal,1482,2,1,83.73
6,Ready To Move,Banagirinagar,3,u,1630,2,2,130
6,Ready To Move,Arekere,2,Prdowth,900,2,1,44.5
6,Ready To Move,Yelahanka,3,Rarthne,1355,2,3,75
10,Unavailable ,1st Block Koramangala,4,u,2360,4,2,601
2,Ready To Move,Akshaya Nagar,2,u,1200,2,2,45
6,Ready To Move,Suraksha Nagar,3,AritaFe,1563,3,2,63
10,Ready To Move,Medaralli,4,u,1344,4,1,84
6,Ready To Move,6th block Koramangala,3,u,3000,3,2,400
6,Ready To Move,5th Phase JP Nagar,2,u,812,2,1,42
2,Unavailable ,Basaveshwara Nagar,2,u,1200,2,1,70
6,Ready To Move,Yelahanka,4,u,3175,4,1,156
6,Ready To Move,Marathahalli,2,Prionad,1360,2,1,101
6,Ready To Move,Hegde Nagar,3,Golmsn ,1835,3,3,88
2,Ready To Move,Rachenahalli,3,NRodsen,1756,3,2,110
6,Ready To Move,8th Phase JP Nagar,3,MBodsen,1296,2,2,51.83
6,Ready To Move,Haralur Road,2,NDionas,1300,2,1,75
6,Ready To Move,Anandapura,2,ViensRK,1141,2,1,50
6,Ready To Move,Poorna Pragna Layout,3,u,1270,2,2,50.79
2,Ready To Move,Electronic City,2,DSgmax ,1210,2,1,55
6,Ready To Move,Hormavu,2,Savar S,1310,2,2,67
10,Ready To Move,Ejipura,5,u,1356,5,2,139
6,Unavailable ,Magadi Road,3,Vrenty ,1052,2,0,55.195
6,Ready To Move,Gubbalala,3,MauilTr,1745,3,2,140
10,Unavailable ,KR Puram,5,u,1200,5,1,125
6,Ready To Move,Raja Rajeshwari Nagar,2,u,1050,2,2,37
10,Ready To Move,Banashankari,4,u,2400,4,3,500
6,Unavailable ,Electronic City Phase II,2,Sryalan,1140,2,1,34
6,Ready To Move,Varthur,2,Vaensia,1210,2,2,54
6,Unavailable ,Kasavanhalli,3,u,2035,3,2,142
6,Ready To Move,Sarjapur,1,DSousyl,633,1,1,17.09
2,Ready To Move,Amruthahalli,1,Prowsi ,485,1,1,19.5
6,Ready To Move,Varthur,2,DSingSt,1112,2,2,40
10,Ready To Move,Ullal Uppanagar,2,u,1200,2,0,82
6,Ready To Move,Sarjapur  Road,3,Adeatlm,2275,4,2,187
6,Ready To Move,Doddanakundi Industrial Area 2,3,BrlonAv,1419,3,2,85
6,Unavailable ,Sri Sai Layout,2,u,1195,2,0,42.4
2,Ready To Move,Versova Layout,3,u,2020,3,3,270
6,Ready To Move,Kundalahalli,2,Dieldli,1047,2,2,91
6,Ready To Move,Thanisandra,3,Soitya ,1884,4,2,117
10,Ready To Move,Malleshpalya,3,u,1200,3,2,149
6,Ready To Move,Bannerghatta Road,2,SNity S,905,2,1,58
6,Ready To Move,JP Nagar,3,Brwernn,1500,2,1,108
2,Ready To Move,Chikkajala,1,u,850,1,0,50
2,Unavailable ,Bommasandra Industrial Area,2,u,1125,2,1,32.49
2,Ready To Move,Tindlu,2,u,1165,2,2,59.8
2,Ready To Move,Maruthi Sevanagar,2,u,933,2,0,55
6,Ready To Move,Hennur Road,3,Maity W,1305,2,1,77
6,Ready To Move,Billekahalli,2,Asity S,1125,2,1,65
6,Ready To Move,BSM Extension,2,Raave E,865,2,2,33
6,Ready To Move,Jigani,3,DLhtsen,1245,3,3,66
6,Ready To Move,Kalyan nagar,2,u,8840,2,3,300
6,Ready To Move,Udayagiri,3,Ozquaba,1145,2,2,60
2,Ready To Move,AECS Layout,3,Concyvi,2000,3,1,90
6,Unavailable ,Hosa Road,1,Skume R,625,1,1,43.68
6,Ready To Move,Kundalahalli,3,Dieldli,1724,3,2,128
10,Ready To Move,Madiwala,1,u,400,1,1,75
6,Ready To Move,Sarjapur  Road,3,Shthi S,1270,2,1,54
6,Unavailable ,Madiwala,3,u,1250,3,2,39.5
6,Unavailable ,Jakkur,3,ArndsSk,1485,3,2,72
6,Ready To Move,Shankarapuram,2,u,823,2,1,80
6,Ready To Move,7th Phase JP Nagar,2,u,990,2,2,50
10,Ready To Move,TC Palaya,3,u,1200,2,0,66
6,Unavailable ,Kothanur,2,u,1185,2,2,59
6,Ready To Move,Kadubeesanahalli,2,u,1140,2,1,78
6,Ready To Move,Ambedkar Nagar,3,SoechHa,1950,4,2,120
6,Ready To Move,Yelahanka,3,Pyikad ,1756,3,2,125
2,Ready To Move,Kumaraswami Layout,4,u,2600,4,2,300
6,Unavailable ,Chandapura,1,SuVue S,520,1,1,14.04
2,Ready To Move,Doddakannelli,2,Jyavet ,1025,2,1,48
2,Unavailable ,Whitefield,2,u,1216,2,1,72
6,Ready To Move,Sarjapur  Road,2,u,1026,2,2,60.8
6,Ready To Move,Sarjapur  Road,4,Adeatlm,3335,4,3,300
2,Ready To Move,Kodichikkanahalli,5,u,2700,4,2,125
6,Unavailable ,Begur,3,Arera V,1411,2,2,60
6,Ready To Move,Kanakpura Road,3,SPthara,1320,2,1,39.6
2,Ready To Move,Bannerghatta,2,Srentea,1320,2,0,50
10,Ready To Move,OMBR Layout,4,u,615,4,2,110
6,Ready To Move,Kalena Agrahara,3,Prillot,1804,3,2,155
6,Ready To Move,HSR Layout,2,NRosete,1140,2,2,46
10,Unavailable ,Banjara Layout,4,u,1200,4,1,105
6,Ready To Move,Hebbal,4,Prersis,2375,4,2,189
10,Ready To Move,Chamundi Nagar,3,u,1750,3,2,120
10,Ready To Move,Wilson Garden,9,u,960,5,2,130
6,Ready To Move,TC Palaya,2,u,1152,2,2,55
6,Ready To Move,Thanisandra,2,Bhmesy ,965,2,1,54
6,Ready To Move,Lingadheeranahalli,3,Soiewre,1684,3,1,120
6,Ready To Move,Hennur Road,3,MItatHa,1672,3,2,86
6,Ready To Move,Panathur,2,Saite G,1075,2,2,60
10,Ready To Move,Sarjapur,3,PulokPu,1500,5,2,95
6,Ready To Move,HOSUR MAIN ROAD,3,u,1464,3,2,56
6,Unavailable ,Hebbal,2,Mahosya,1420,2,1,99.26
6,Ready To Move,Nagashetty Halli,2,u,750,2,0,40
6,Ready To Move,Yeshwanthpur,2,IBityin,1169,2,2,64.08
6,Unavailable ,Devanahalli,3,Cerdsga,1290,2,1,62
6,Ready To Move,Kengeri,2,u,1160,2,2,40.6
2,Ready To Move,Shampura,7,u,2800,5,3,95
6,Ready To Move,Mysore Road,3,Brama P,1500,3,2,70
6,Ready To Move,Domlur,3,u,1850,3,1,180
6,Unavailable ,Venkatapura,3,u,1300,3,2,46
6,Unavailable ,Electronic City Phase II,3,Sryalan,1310,2,1,37.84
2,Ready To Move,RMV,3,u,2750,5,2,550
6,Ready To Move,Bhoopsandra,3,E onsg ,2150,3,0,170
2,Ready To Move,5th Block Hbr Layout,6,u,5100,5,3,300
6,Unavailable ,Kanakpura Road,3,u,1300,2,3,69
10,Ready To Move,Kadugodi,3,u,1875,2,1,110
6,Ready To Move,Hulimavu,3,u,1260,2,1,82
2,Ready To Move,Kengeri,5,u,2500,4,3,100
6,Unavailable ,Begur Road,2,u,1241,2,1,64
6,Ready To Move,Sarjapur  Road,2,Usquaya,1025,2,2,45.5
10,Ready To Move,Postal Colony,2,u,1500,1,0,218
2,Unavailable ,Electronic City,2,GMown E,1070,2,1,60
6,Ready To Move,Begur,2,Prorath,815,2,1,40
2,Ready To Move,Kanakpura Road,3,SoestSu,2000,3,3,105
6,Ready To Move,Malleshwaram,2,u,1400,2,1,190
10,Ready To Move,Varthur,4,u,1740,4,3,175
6,Ready To Move,ITPL,4,Toodyit,5666,5,0,300
2,Unavailable ,Sarjapur  Road,2,u,1216,2,2,70
6,Ready To Move,pavitra paradise,3,u,2200,2,1,190
10,Ready To Move,Hegde Nagar,4,Sotosty,3500,5,2,450
10,Ready To Move,Shampura,6,u,970,6,3,105
10,Ready To Move,Vidyaranyapura,7,u,3150,7,3,375
10,Ready To Move,Kanakpura Road,2,u,1200,2,0,62
6,Ready To Move,Marathahalli,2,u,1026,2,1,50.18
2,Ready To Move,Hulimavu,1,u,450,1,1,20
6,Ready To Move,KR Puram,2,LVniaar,1205,2,1,45.79
6,Ready To Move,Jakkur Plantation,2,Reicace,1368,2,3,87
2,Ready To Move,Anekal,1,u,420,1,1,12.5
2,Ready To Move,Doddakallasandra,2,u,1270,2,2,42
6,Ready To Move,Anekal,2,u,614,1,1,28
10,Unavailable ,Margondanahalli,2,u,1050,2,0,58
6,Ready To Move,Yelahanka,2,Juclend,1408,2,2,58
6,Ready To Move,Subramanyapura,3,u,1223,2,2,42.81
2,Ready To Move,Reliaable Tranquil Layout,3,Sariana,1507,3,1,80
6,Ready To Move,kadubisnahalli,2,u,1160,2,2,57
10,Ready To Move,Kithaganur,3,u,1200,3,1,70
2,Ready To Move,Poorna Pragna Layout,2,Pathira,960,2,3,50
6,Ready To Move,NGR Layout,2,BSian M,1021,2,2,46
6,Ready To Move,Hegde Nagar,3,SoisoCa,2162.03,4,2,129
6,Ready To Move,Channasandra,2,Unm 2El,1065,2,1,36
6,Ready To Move,Attibele,1,Jae 2hu,400,1,1,10.25
6,Ready To Move,Bannerghatta Road,3,SNity S,1465,2,1,75
6,Unavailable ,Kanakpura Road,2,PrarePa,900,2,1,41
6,Ready To Move,Marathahalli,3,Vaoodar,1800,3,2,95
6,Ready To Move,Amblipura,2,IDldsin,1175,2,2,83
6,Ready To Move,Lavelle Road,3,u,6729,4,0,900
10,Ready To Move,Vijayanagar,4,u,1500,4,1,360
6,Ready To Move,Sanjay nagar,2,BSiumly,1050,2,0,59
2,Unavailable ,Electronic City Phase II,3,Sryalan,1400,2,2,40.43
6,Ready To Move,Indira Nagar,3,Goyalir,1650,3,1,150
6,Ready To Move,KR Puram,3,Srystme,1827,3,2,97
6,Ready To Move,Thanisandra,3,Soitya ,1930,4,2,122
6,Unavailable ,Mysore Road,2,PrawnRa,883,2,1,37
2,Ready To Move,Kengeri,1,u,550,1,1,16.75
2,Unavailable ,Electronic City,3,u,1400,2,1,40.44
10,Unavailable ,RMV 2nd Stage,4,u,1350,4,1,310
6,Ready To Move,Kanakapura,3,SPavenc,1290,2,3,38.69
2,Ready To Move,Raja Rajeshwari Nagar,3,u,1021,3,2,59
6,Unavailable ,Whitefield,2,u,1158,2,1,55
10,Ready To Move,Varanasi,5,u,1200,4,1,99
6,Ready To Move,Nagarbhavi,3,u,1400,2,2,135
10,Ready To Move,Doddaballapur,4,Vahid O,2400,3,0,200
6,Unavailable ,Munnekollal,3,Sadhii ,1200,2,1,57.9
2,Ready To Move,JP Nagar,3,RaosePr,1520,3,2,125
6,Unavailable ,Thanisandra,1,Bhe 2ko,620,1,0,38.46
6,Ready To Move,EPIP Zone,3,BrontLa,2710,3,2,177
6,Ready To Move,Kenchenahalli,2,AriosPa,1150,2,2,57
6,Ready To Move,Yelahanka,2,u,1101,2,2,37
6,Ready To Move,Mahalakshmi Layout,3,RSntsja,1200,2,3,110
6,Unavailable ,Hebbal,2,Oztarol,1252,2,1,92
6,Ready To Move,Marathahalli,3,Vaoodar,1650,3,2,85
2,Ready To Move,Marathahalli,2,Aantspa,1270,2,2,80
6,Ready To Move,Tumkur Road,2,Sahtsva,992,2,1,70
6,Ready To Move,BEML Layout,3,u,2000,3,2,85
6,Ready To Move,Geddalahalli,2,u,893,2,2,34.5
2,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,41.49
2,Ready To Move,Kumaraswami Layout,7,u,3200,7,0,150
6,Ready To Move,Electronic City,2,MAnceun,1190,2,1,42
2,Ready To Move,Ashwathnagar,3,u,800,2,0,60
6,Ready To Move,Sarjapur  Road,3,Ascid P,1814,3,3,63
2,Ready To Move,Rahmath Nagar,3,Malah A,1400,3,2,98
10,Ready To Move,Bommasandra,5,u,1400,6,3,252
6,Ready To Move,Murugeshpalya,3,Vauna F,1344,2,0,56
10,Ready To Move,Whitefield,4,Prrry M,5400,5,3,475
6,Ready To Move,Kanakpura Road,3,PuandHi,1843,3,2,95
6,Unavailable ,Chikkadunnasandra,2,SoasaSa,1138,2,1,32
2,Ready To Move,Nagappa Reddy Layout,3,Ablmsol,1495,2,2,70
6,Ready To Move,Electronic City,2,Itelaa ,880,2,1,19
6,Unavailable ,Whitefield,3,Alsta F,1396,3,1,74
2,Ready To Move,Garudachar Palya,3,BrlisMe,1610,2,3,119
6,Ready To Move,Tindlu,2,u,1050,2,2,55
2,Unavailable ,Kumbena Agrahara,3,Shont F,1410,2,2,43.71
6,Ready To Move,Ramamurthy Nagar,2,u,1050,2,2,37.8
2,Ready To Move,Kumaraswami Layout,3,u,1310,2,1,85
6,Ready To Move,Yelahanka,2,Rarthne,1104,2,2,58
